event_id,event_name,address,date,start_time,guests,onsite_contact,allergies,dish_id,dish_name,category,sub_note,prep_item_id,prep_item_name,qty,location,allergy_note
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish02,Caprese Skewers,Passed Appetizers,Passed during cocktail hour — 2 per guest,d09-p05,Skewers prepped,300 each,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish03,Caesar Salad,Sides / Salads,First course — pre-plated,d17-p01,Romaine washed & torn,16 heads,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish03,Caesar Salad,Sides / Salads,First course — pre-plated,d17-p02,Caesar dressing house-made,4 qt,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish03,Caesar Salad,Sides / Salads,First course — pre-plated,d17-p03,Parmesan shaved,4 pints,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish03,Caesar Salad,Sides / Salads,First course — pre-plated,d17-p04,Croutons — serve on side,8 pints,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish03,Caesar Salad,Sides / Salads,First course — pre-plated,d17-p05,Lemon wedges,16 lemons,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish04,Beef Tenderloin,Entrees,Carve at station — whole tenderloins,d25-p01,Tenderloins tied & dry brined,10 loins,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish04,Beef Tenderloin,Entrees,Carve at station — whole tenderloins,d25-p02,Red wine demi-glace,6 qt,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish04,Beef Tenderloin,Entrees,Carve at station — whole tenderloins,d25-p03,Compound butter,4 lbs,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish04,Beef Tenderloin,Entrees,Carve at station — whole tenderloins,d25-p04,Horseradish cream,2 qt,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish04,Beef Tenderloin,Entrees,Carve at station — whole tenderloins,d25-p05,Micro herbs for plating,as needed,,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish05,Vegetable Wellington,Entrees,Vegan / GF option — label clearly at station,d27-p01,Puff pastry thawed,16 sheets,upright freezer,Vegan
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish05,Vegetable Wellington,Entrees,Vegan / GF option — label clearly at station,d27-p02,Mushroom duxelle,6 qt,walk-in shelf 1,Vegan
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish05,Vegetable Wellington,Entrees,Vegan / GF option — label clearly at station,d27-p03,Roasted root veg filling,6 qt,walk-in shelf 2,Vegan
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish05,Vegetable Wellington,Entrees,Vegan / GF option — label clearly at station,d27-p04,Egg wash,8 eggs,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish05,Vegetable Wellington,Entrees,Vegan / GF option — label clearly at station,d27-p05,Red pepper coulis,3 qt,walk-in shelf 1,Vegan
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish06,Wild Rice Pilaf,Sides / Salads,,d19-p01,Wild rice cooked,12 lbs dry,walk-in shelf 2,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish06,Wild Rice Pilaf,Sides / Salads,,d19-p02,Dried cranberries,3 pints,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish06,Wild Rice Pilaf,Sides / Salads,,d19-p04,Herbs picked,3 qt,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish06,Wild Rice Pilaf,Sides / Salads,,d19-p05,Shallot butter,3 pints,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish07,Roasted Veggies,Sides / Salads,,d15-p01,Zucchini cut bias,10 lbs,walk-in shelf 2,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish07,Roasted Veggies,Sides / Salads,,d15-p02,Carrots cut bias,10 lbs,walk-in shelf 2,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish07,Roasted Veggies,Sides / Salads,,d15-p03,Cauliflower bite sized,10 lbs,walk-in shelf 2,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish07,Roasted Veggies,Sides / Salads,,d15-p06,Sunflower pesto,3 qt,walk-in shelf 2,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish08,Crème Brûlée,Desserts,Torch tableside at dessert service,d30-p01,Custard set in ramekins,150 ramekins,walk-in shelf 4,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish08,Crème Brûlée,Desserts,Torch tableside at dessert service,d30-p02,Sugar for torching,3 lbs,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish08,Crème Brûlée,Desserts,Torch tableside at dessert service,d30-p03,Fresh berries for garnish,4 pints,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish08,Crème Brûlée,Desserts,Torch tableside at dessert service,d30-p04,Mint sprigs,as needed,walk-in shelf 3,
